-0.385843,1.86327,1.93396,0.679524,0.723132,-0.123807,3.47071,1.45713,-2.73003,-0.175824
-0.386768,1.84281,1.92759,0.67984,0.723005,-0.122804,3.47485,1.44684,-2.72792,-0.185472
-0.374333,1.83301,1.9242,0.679451,0.722888,-0.125617,3.4764,1.4556,-2.72332,-0.177127
-0.369563,1.80004,1.93982,0.678931,0.723735,-0.123532,3.47253,1.45423,-2.7289,-0.180433
-0.362354,1.77362,1.94442,0.678636,0.724146,-0.122745,3.47134,1.45342,-2.7308,-0.182238
-0.352067,1.7455,1.94766,0.678215,0.724593,-0.122434,3.46883,1.45655,-2.73317,-0.180344
-0.3341,1.71586,1.95468,0.677307,0.725361,-0.122909,3.46127,1.47103,-2.73859,-0.168253
-0.333937,1.70968,1.94123,0.677841,0.724596,-0.124469,3.46911,1.46431,-2.73049,-0.173141
-0.32761,1.68287,1.94809,0.677479,0.725014,-0.124003,3.46657,1.46688,-2.73307,-0.17168
-0.327157,1.66495,1.94586,0.678037,0.724533,-0.123763,3.46915,1.46134,-2.73132,-0.175735
-0.328559,1.64677,1.94898,0.678569,0.724148,-0.123104,3.47118,1.45511,-2.73049,-0.180653
-0.31789,1.62494,1.96028,0.678095,0.724522,-0.123511,3.46628,1.46461,-2.7339,-0.172362
-0.321118,1.61218,1.96075,0.678491,0.724199,-0.123235,3.46988,1.45763,-2.73137,-0.178312
-0.322059,1.59988,1.96285,0.678833,0.723866,-0.123308,3.47271,1.45325,-2.72903,-0.181733
-0.313556,1.58214,1.9733,0.678097,0.724421,-0.124093,3.4689,1.46287,-2.73112,-0.173963
-0.310601,1.56116,1.98772,0.677752,0.724939,-0.122946,3.46541,1.46426,-2.73527,-0.173796
-0.317132,1.5469,1.99,0.678061,0.724955,-0.121133,3.46904,1.45151,-2.73456,-0.186114
-0.316262,1.54364,1.98804,0.677693,0.725092,-0.122368,3.47309,1.45073,-2.72985,-0.187621
-0.322568,1.54479,1.98716,0.677557,0.724997,-0.123676,3.4818,1.44325,-2.7213,-0.195167
-0.303136,1.51951,2.01103,0.675673,0.726583,-0.12467,3.47139,1.46467,-2.72845,-0.178707
-0.312904,1.51229,2.01747,0.675561,0.726905,-0.123398,3.47709,1.45172,-2.72542,-0.192261
-0.310693,1.52164,2.02293,0.674962,0.726891,-0.12671,3.48424,1.45453,-2.71575,-0.190325
-0.303037,1.49652,2.04904,0.673725,0.728216,-0.125686,3.47839,1.46085,-2.72164,-0.187641
-0.3089,1.48683,2.06348,0.673186,0.728921,-0.124481,3.48107,1.4533,-2.72094,-0.196961
-0.308012,1.48735,2.0804,0.672218,0.729622,-0.1256,3.48425,1.45422,-2.71706,-0.198426
-0.302199,1.47518,2.10564,0.670873,0.730865,-0.125562,3.48227,1.45875,-2.7187,-0.197592
-0.310154,1.47155,2.12113,0.670017,0.731748,-0.124986,3.48824,1.44939,-2.71457,-0.209427
-0.308783,1.46721,2.1405,0.668888,0.732694,-0.125489,3.49062,1.44947,-2.71206,-0.212308
-0.311446,1.46248,2.15727,0.66717,0.734187,-0.125908,3.49426,1.44833,-2.70862,-0.218036
-0.316115,1.4674,2.16135,0.665829,0.735035,-0.128048,3.50215,1.44721,-2.69975,-0.222308
-0.318927,1.49485,2.15881,0.664757,0.734833,-0.134606,3.51628,1.45288,-2.68067,-0.21797
-0.325208,1.48143,2.18049,0.66364,0.735784,-0.134921,3.51835,1.4528,-2.67863,-0.221009
-0.335727,1.47283,2.19899,0.663049,0.736204,-0.13554,3.52152,1.45164,-2.67534,-0.223621
-0.353412,1.48612,2.21156,0.662488,0.736053,-0.139052,3.53141,1.4516,-2.66325,-0.224303
-0.363526,1.47871,2.24403,0.662476,0.735869,-0.140078,3.53217,1.45401,-2.66144,-0.221658
-0.386026,1.47809,2.27491,0.662476,0.735722,-0.140852,3.53691,1.45067,-2.6567,-0.2248
-0.392608,1.46132,2.32301,0.661927,0.736135,-0.141276,3.53076,1.46037,-2.66117,-0.216484
-0.41087,1.44023,2.36884,0.661474,0.736982,-0.138958,3.52734,1.45775,-2.66665,-0.220932
-0.438675,1.43604,2.4022,0.660918,0.73774,-0.137573,3.5317,1.44853,-2.66472,-0.232005
-0.453147,1.41682,2.45028,0.659491,0.739402,-0.135487,3.52682,1.44961,-2.6711,-0.235306
-0.467547,1.41254,2.49367,0.658451,0.740446,-0.134836,3.52581,1.45011,-2.67267,-0.237783
-0.489673,1.39791,2.53962,0.657067,0.742244,-0.131669,3.52498,1.4423,-2.67696,-0.25009
-0.50332,1.37669,2.58715,0.65561,0.74412,-0.128302,3.52019,1.43862,-2.6847,-0.258473
-0.519297,1.36443,2.63113,0.654479,0.745581,-0.125564,3.51693,1.43458,-2.69045,-0.26617
-0.542908,1.37135,2.66424,0.654046,0.74615,-0.124431,3.52036,1.42686,-2.68885,-0.275306
-0.544608,1.34761,2.7179,0.653304,0.747331,-0.121201,3.5096,1.42967,-2.70135,-0.275189
-0.569953,1.35223,2.74971,0.653529,0.74754,-0.118674,3.51123,1.41801,-2.70275,-0.286787
-0.585205,1.36251,2.78631,0.654001,0.747239,-0.117966,3.51241,1.41326,-2.70251,-0.290416
-0.594107,1.35426,2.83601,0.653539,0.748072,-0.115221,3.5067,1.41071,-2.71026,-0.29477
-0.617514,1.39003,2.87031,0.654227,0.747336,-0.116086,3.51526,1.40245,-2.70211,-0.301016
-0.631056,1.3813,2.92363,0.654081,0.747902,-0.113229,3.51299,1.39464,-2.70703,-0.309799
-0.656373,1.39785,2.95684,0.654419,0.747766,-0.112169,3.51888,1.38308,-2.70309,-0.32066
-0.652957,1.44887,3.00194,0.654914,0.746455,-0.117862,3.52427,1.39724,-2.69261,-0.30402
-0.662779,1.42949,3.05729,0.65419,0.747484,-0.115339,3.51918,1.39497,-2.69957,-0.308754
-0.684744,1.45469,3.08984,0.654019,0.747423,-0.116695,3.52594,1.39218,-2.69241,-0.31172
-0.697927,1.52045,3.12667,0.654383,0.746152,-0.122637,3.54014,1.39656,-2.67415,-0.305099
-0.701063,1.48533,3.18091,0.653595,0.747248,-0.120141,3.53314,1.39684,-2.6827,-0.307471
-0.69485,1.45796,3.22151,0.652186,0.748588,-0.119457,3.52382,1.40725,-2.69132,-0.30097
-0.704535,1.52754,3.24519,0.651689,0.747811,-0.126808,3.53698,1.41834,-2.67238,-0.289605
-0.725569,1.48759,3.31946,0.651005,0.749281,-0.121531,3.53132,1.40739,-2.68278,-0.303542
-0.80486,1.45142,3.3798,0.651098,0.750883,-0.11066,3.53872,1.35926,-2.68745,-0.353643
-0.829417,1.4512,3.44099,0.651665,0.75091,-0.107086,3.54327,1.34027,-2.68687,-0.371808
-0.834514,1.49152,3.47271,0.652581,0.749698,-0.109958,3.55481,1.33769,-2.67403,-0.371404
-0.845127,1.44723,3.53985,0.653718,0.749536,-0.104157,3.55211,1.31747,-2.68175,-0.389684
-0.784922,1.44702,3.57768,0.654951,0.747835,-0.108547,3.54387,1.34072,-2.68497,-0.362313
-0.79244,1.42955,3.6178,0.655967,0.747361,-0.105631,3.54371,1.3286,-2.68784,-0.372267
-0.782152,1.41041,3.6518,0.656949,0.746697,-0.104218,3.53899,1.32686,-2.69331,-0.37164
-0.742494,1.44644,3.67914,0.657571,0.745333,-0.109905,3.53345,1.3536,-2.69277,-0.342153
-0.739264,1.45899,3.72213,0.659034,0.743985,-0.110275,3.52936,1.3576,-2.69596,-0.334151
-0.713263,1.47703,3.75785,0.660281,0.74239,-0.113519,3.52286,1.3756,-2.6983,-0.312138
-0.732405,1.47971,3.7952,0.662044,0.741127,-0.111482,3.52269,1.36575,-2.70051,-0.317645
-0.754193,1.51805,3.80283,0.663374,0.739731,-0.112844,3.53049,1.3601,-2.69243,-0.319433
-0.771968,1.51974,3.84289,0.665107,0.738537,-0.110433,3.53084,1.34833,-2.69452,-0.326998
-0.768297,1.52565,3.88486,0.665824,0.737923,-0.110218,3.5277,1.35009,-2.69745,-0.323337
-0.759212,1.53856,3.91962,0.665938,0.73767,-0.111221,3.52389,1.35811,-2.69975,-0.314809
-0.760595,1.56385,3.94096,0.66614,0.737361,-0.112052,3.52393,1.36092,-2.69887,-0.311276
-0.746808,1.5667,3.97449,0.666901,0.736687,-0.111956,3.51754,1.36704,-2.70446,-0.30311
-0.830869,1.63349,3.97903,0.669012,0.735052,-0.110099,3.54153,1.33002,-2.68554,-0.334773
-0.932984,1.71532,4.00856,0.670199,0.734256,-0.108176,3.57168,1.29083,-2.66072,-0.371121
-0.955385,1.82199,3.97276,0.671099,0.732137,-0.116627,3.60066,1.29183,-2.62736,-0.365905
-0.945738,1.77745,4.0371,0.671067,0.732439,-0.1149,3.59611,1.29023,-2.63296,-0.367964
-0.879416,1.6754,4.10007,0.670105,0.733592,-0.113146,3.57252,1.30773,-2.65545,-0.353464
-0.846884,1.62496,4.1702,0.668678,0.735042,-0.112172,3.55621,1.32258,-2.67072,-0.342701
-0.850347,1.60378,4.22407,0.667229,0.736517,-0.111119,3.54871,1.32855,-2.67829,-0.340882
-0.89819,1.59013,4.26367,0.666075,0.738084,-0.107592,3.54973,1.31608,-2.68071,-0.357196
-0.915569,1.62842,4.29432,0.66477,0.738823,-0.110552,3.55348,1.32484,-2.67464,-0.351378
-0.966704,1.60331,4.33215,0.663173,0.740824,-0.106683,3.55492,1.31135,-2.67696,-0.369947
-1.04138,1.64404,4.34242,0.661177,0.742677,-0.106183,3.56959,1.29786,-2.66435,-0.388914
-1.09849,1.76807,4.34882,0.658983,0.743669,-0.112686,3.59464,1.30044,-2.63624,-0.390956
-1.17305,1.72888,4.4007,0.656441,0.746714,-0.107255,3.60054,1.2801,-2.63562,-0.419195
-1.19514,1.75984,4.38631,0.653422,0.748705,-0.111719,3.61282,1.2888,-2.62077,-0.417703
-1.23731,1.61761,4.45047,0.649713,0.753377,-0.101475,3.60093,1.26865,-2.64001,-0.449647
-1.32313,1.65865,4.43709,0.646048,0.756385,-0.102485,3.61987,1.26185,-2.62188,-0.465977
-1.361,1.62054,4.45609,0.641954,0.760162,-0.100241,3.6231,1.25714,-2.62064,-0.481875
-1.39936,1.46449,4.49817,0.637093,0.765501,-0.090111,3.60856,1.23888,-2.64156,-0.514509
-1.43201,1.39232,4.49228,0.631394,0.770608,-0.0866306,3.6025,1.23808,-2.64967,-0.53066
-1.50607,1.40554,4.46271,0.626552,0.774645,-0.0857787,3.6146,1.23263,-2.63891,-0.548771
-1.58339,1.3577,4.45447,0.621543,0.779236,-0.080465,3.61931,1.21665,-2.63794,-0.578353
-1.61327,1.3081,4.44518,0.617209,0.782969,-0.0775427,3.61719,1.21286,-2.64175,-0.593611
-1.67884,1.33718,4.43615,0.613752,0.785657,-0.0777869,3.6304,1.20997,-2.62905,-0.605282
-1.73563,1.26448,4.45359,0.607857,0.790825,-0.0714542,3.62802,1.19586,-2.63497,-0.635084
-1.74476,1.23994,4.46375,0.603038,0.794711,-0.0691312,3.62312,1.19613,-2.64095,-0.647223
-1.84207,1.21439,4.38733,0.598638,0.798564,-0.0626793,3.64081,1.16861,-2.62717,-0.686433
-1.87759,1.19117,4.40226,0.591073,0.80425,-0.0617686,3.6412,1.17454,-2.62723,-0.69947
-1.91253,1.15788,4.36982,0.583312,0.810032,-0.059961,3.64373,1.17636,-2.62561,-0.717042
-1.93326,1.14053,4.31688,0.575861,0.815318,-0.0603391,3.6481,1.1849,-2.6212,-0.726803
-1.93742,1.15059,4.2989,0.569601,0.819458,-0.0635801,3.64899,1.20384,-2.61881,-0.722903
-1.97129,1.15666,4.25489,0.564912,0.822695,-0.0636152,3.65538,1.20667,-2.61261,-0.731492
-1.98328,1.17505,4.20969,0.561219,0.825063,-0.0656082,3.65929,1.21636,-2.60786,-0.730592
-2.02018,1.10702,4.17308,0.558676,0.827359,-0.0579443,3.65806,1.19283,-2.61255,-0.760919
-2.03228,1.08799,4.16281,0.555548,0.82959,-0.0560946,3.65635,1.19069,-2.61501,-0.770748
-2.07613,1.16461,4.11653,0.550288,0.832684,-0.0618149,3.6693,1.21177,-2.59991,-0.761882
-2.06968,1.14225,4.07181,0.546408,0.83533,-0.0605197,3.66568,1.21346,-2.60401,-0.769601
