165.649,155.684,219.284,0.816994,0.478485,-0.321829,2.78305,2.61344,-2.39771,1.55382
165.836,155.781,219.659,0.817664,0.476366,-0.323268,2.78715,2.60425,-2.39695,1.54921
165.146,155.863,220.633,0.818068,0.47569,-0.323239,2.79148,2.59815,-2.39898,1.54477
163.116,157.911,221.132,0.818242,0.475322,-0.323341,2.78716,2.60288,-2.39682,1.55036
160.194,159.592,222.368,0.819383,0.475062,-0.320823,2.78341,2.60995,-2.39973,1.55911
162.564,156.659,223.853,0.820911,0.471636,-0.321969,2.79906,2.58524,-2.40476,1.54228
160.196,158.06,224.734,0.821457,0.471216,-0.32119,2.79539,2.59013,-2.40455,1.54851
158.455,158.635,225.36,0.822385,0.470054,-0.320517,2.79433,2.59077,-2.40532,1.55225
156.549,160.145,225.821,0.822506,0.470024,-0.320252,2.79095,2.59521,-2.40427,1.55688
155.953,160.44,225.636,0.822659,0.469184,-0.32109,2.79321,2.59046,-2.40375,1.55383
153.259,160.749,227.758,0.823597,0.469949,-0.317547,2.79277,2.59591,-2.4101,1.55886
152.037,161.879,227.549,0.823597,0.469825,-0.317729,2.79101,2.59773,-2.40895,1.5609
151.493,161.834,226.941,0.824161,0.468241,-0.318604,2.79225,2.59328,-2.40791,1.55995
148.504,164.161,227.197,0.824168,0.469333,-0.316975,2.78527,2.60509,-2.40767,1.56976
148.745,162.692,229.018,0.825728,0.467752,-0.315249,2.79389,2.59448,-2.41485,1.56367
148.483,163.285,228.098,0.826102,0.465776,-0.317189,2.79413,2.58956,-2.41138,1.56277
147.568,163.079,227.875,0.826623,0.464657,-0.317471,2.79594,2.58563,-2.41169,1.56144
146.826,162.693,230.815,0.827255,0.465183,-0.315045,2.80181,2.58167,-2.41885,1.55716
143.848,164.554,232.47,0.828593,0.464466,-0.312578,2.79557,2.59149,-2.42054,1.56968
142.722,164.841,229.174,0.828644,0.462323,-0.315605,2.79262,2.58908,-2.41361,1.57126
140.537,164.416,231.472,0.82941,0.463666,-0.311596,2.79548,2.59179,-2.4223,1.57229
